Município,Processo,Prestadora,NC,Descrição,Status,Categoria
COLÔNIA LEOPOLDINA,E:49070.0000001798/2024,CASAL,NC 15,Vazamentos nos registros dos filtros,Justificado,Hidráulico
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 05,Ausência de cerca de proteção,Sanado,Segurança
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 04,Falta de identificação,Sanado,Ausência de Identificação
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 06,Limpeza no perímetro (excesso de vegetação),Sanado,Limpeza e Conservação
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 07,Falta de identificação,Sanado,Ausência de Identificação
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 08,Limpeza no perímetro (excesso de vegetação),Sanado,Limpeza e Conservação
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 09,Necessidade da cerca de proteção,Sanado,Segurança
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 10,Falta do controle de nível,Sanado,Medição e Aferição
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 11,Extintor fora do prazo de recarga,Sanado,Segurança
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 01,Vazamento no registro da linha recalque,Sanado,Hidráulico
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 02,Extintor fora do prazo de recarga,Sanado,Segurança
COITÉ DO NOIA,E:49070.0000003092/2023,CASAL,NC 03,Limpeza no perímetro (excesso de vegetação),Sanado,Limpeza e Conservação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 06,Ausência de placa de identificação,Sanado,Ausência de Identificação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 19,Ausência do macromedidor,Justificado,Medição e Aferição
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 02,Presença de eutrofização do manancial,Sanado,Outros
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 03,Infraestrutura não está em boas condições,Sanado,Limpeza e Conservação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 04,Necessita de melhorias na infraestrutura,Sanado,Outros
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 05,Ausência de placa de identificação,Sanado,Ausência de Identificação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 07,O sal cloro estava armazenado de maneira inadequada,Sanado,Outros
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 08,Ausência de EPI's adequado,Sanado,Segurança
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 09,Ausência de cerca de proteção,Sanado,Segurança
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 10,Ausência de placa de identificação,Sanado,Ausência de Identificação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 11,Necessita de limpeza,Sanado,Limpeza e Conservação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 12,Ausência de tampa na caixa de proteção,Sanado,Segurança
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 13,Ausência do macromedidor,Justificado,Medição e Aferição
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 14,Melhorias na infraestrutura,Sanado,Outros
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 15,Ausência de placa de identificação,Sanado,Ausência de Identificação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 16,Ausência de cerca de proteção,Sanado,Segurança
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 17,Ausência de placa de identificação,Sanado,Ausência de Identificação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 26,Fiação com remendos,Sanado,Elétrico
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 25,Ausência de placa de identificação,Sanado,Ausência de Identificação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 24,Ausência de cerca de proteção,Sanado,Segurança
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 23,Ausência da tampa do clorador,Sanado,Outros
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 22,Necessita de limpeza,Sanado,Limpeza e Conservação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 21,Ausência de placa de identificação,Sanado,Ausência de Identificação
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 20,Ausência de cerca de proteção,Sanado,Segurança
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 18,Presença de infiltração e vazamento,Auto de Infração,Estrutural
CHÃ PRETA,E:49070.0000001453/2024,VAA,NC 01,Ausência de placa de identificação,Sanado,Ausência de Identificação
CARNEIROS,E:49070.0000005632/2023,ADS,NC 01,Não existe guarda-corpo na escada e laje de cobertura,Sanado,Segurança
CARNEIROS,E:49070.0000005632/2023,ADS,NC 04,Não existe guarda-corpo na escada e laje de cobertura,Sanado,Segurança
CARNEIROS,E:49070.0000005632/2023,ADS,NC 05,Corrosão de armadura com desplacamento do concreto,Sanado,Estrutural
CARNEIROS,E:49070.0000005632/2023,ADS,NC 03,Falta de identificação da área pertencente à concessionária,Sanado,Ausência de Identificação
CARNEIROS,E:49070.0000005632/2023,ADS,NC 02,Ausência de macromedidor,Sanado,Medição e Aferição
CAPELA,E:49070.0000000151/2024,CASAL,NC 02,Ausência de identificação da EEAB,Pendente,Ausência de Identificação
CAPELA,E:49070.0000000151/2024,CASAL,NC 04,Ausência de conservação do conjunto motobomba,Pendente,Limpeza e Conservação
CAPELA,E:49070.0000000151/2024,CASAL,NC 03,Ausência de segurança no local,Pendente,Outros
CAPELA,E:49070.0000000145/2024,VAA,NC 01,Ausência de guarda-corpo na laje do reservatório,Sanado,Segurança
CAPELA,E:49070.0000000145/2024,VAA,NC 02,Ausência do macromedidor na saída do reservatório,Auto de Infração,Medição e Aferição
CAPELA,E:49070.0000000145/2024,VAA,NC 03,Ausência de macromedidor,Auto de Infração,Medição e Aferição
CAPELA,E:49070.0000000145/2024,VAA,NC 04,Excesso de vegetação na área,Auto de Infração,Limpeza e Conservação
CAPELA,E:49070.0000000145/2024,VAA,NC 05,Ausência de identificação do reservatório,Auto de Infração,Estrutural
CAPELA,E:49070.0000000145/2024,VAA,NC 06,Ausência de escada de acesso no reservatório,Auto de Infração,Segurança
CAPELA,E:49070.0000000145/2024,VAA,NC 07,Ausência do macromedidor,Justificado,Medição e Aferição
CAPELA,E:49070.0000000145/2024,VAA,NC 08,Ausência de identificação do reservatório,Justificado,Estrutural
CAPELA,E:49070.0000000145/2024,VAA,NC 09,Ausência de macromedidor,Justificado,Medição e Aferição
CAPELA,E:49070.0000000145/2024,VAA,NC 10,Ausência de identificação do reservatório,Justificado,Estrutural
CAPELA,E:49070.0000000145/2024,VAA,NC 11,Ausência de cerca de proteção do reservatório,Justificado,Segurança
CAPELA,E:49070.0000000145/2024,VAA,NC 12,Ausência de identificação da elevatória,Sanado,Ausência de Identificação
CAPELA,E:49070.0000000145/2024,VAA,NC 13,Ausência de macromedidor,Auto de Infração,Medição e Aferição
CAPELA,E:49070.0000000145/2024,VAA,NC 14,Excesso de vegetação na área,Sanado,Limpeza e Conservação
CAPELA,E:49070.0000000151/2024,CASAL,NC 01,Extintor fora do prazo de validade,Pendente,Segurança
CANAPI,E:49070.0000004803/2023,CASAL,NC 05,Ausência guarda-corpo na laje do Reservatório R10,Auto de Infração,Segurança
CANAPI,E:49070.0000004803/2023,CASAL,NC 04,Extintor fora do prazo de Recarga,Sanado,Segurança
CANAPI,E:49070.0000004803/2023,CASAL,NC 03,Ausência guarda-corpo na escada,Auto de Infração,Segurança
CANAPI,E:49070.0000004803/2023,CASAL,NC 02,Ausência de macromedidor no Reservatório R9,Sanado,Medição e Aferição
CANAPI,E:49070.0000004803/2023,CASAL,NC 01,Ausência de Guarda-Corpo no Reservatório R9,Auto de Infração,Segurança
CANAPI,E:49070.0000004803/2023,CASAL,NC 08,Extintor fora do prazo de Recarga,Sanado,Segurança
CANAPI,E:49070.0000004803/2023,CASAL,NC 07,Armaduras expostas na base do Reservatório R10,Auto de Infração,Estrutural
CANAPI,E:49070.0000004803/2023,CASAL,NC 06,Ausência guarda-corpo na escada,Auto de Infração,Segurança
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 07,Oxidação na tampa do poço,Pendente,Estrutural
CAMPESTRE,E:49070.0000001779/2024,VAA,NC 05,Armazenamento incorreto de materiais,Sanado,Limpeza e Conservação
CAMPESTRE,E:49070.0000001779/2024,VAA,NC 04,Ausência de dispositivo de macromedição,Auto de Infração,Outros
CAMPESTRE,E:49070.0000001779/2024,VAA,NC 03,Ausência de boia de nível,Auto de Infração,Medição e Aferição
CAMPESTRE,E:49070.0000001779/2024,VAA,NC 02,Armação da laje do reservatório exposta,Auto de Infração,Estrutural
CAMPESTRE,E:49070.0000001779/2024,VAA,NC 01,Ausência de Guarda-Corpo na laje de coberta,Auto de Infração,Segurança
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 13,Ausência de Medidor de Nível e Controle por bóia,Pendente,Medição e Aferição
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 01,Ausência de Portão de Acesso,Pendente,Segurança
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 02,Excesso de Vegetação no manancial,Pendente,Limpeza e Conservação
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 03,Ausência de Dispositivo de macromedição,Pendente,Outros
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 04,Não possuir Proteção/Isolamento da área do manancial,Pendente,Segurança
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 05,Alvenaria Danificada,Pendente,Outros
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 06,Ausência de bomba Reserva,Pendente,Outros
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 12,Ausência de guarda-corpo na laje de coberta,Pendente,Segurança
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 11,Ausência de Dispositivo de macromedição,Pendente,Outros
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 10,Extintor Fora do Prazo de Validade,Pendente,Segurança
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 09,Ausência de Identificação,Pendente,Ausência de Identificação
CAMPESTRE,E:49070.0000001778/2024,CASAL,NC 08,Danos estruturais,Pendente,Outros
CACIBINHAS,E:49070.0000003568/2023,ADS,NC 04,Ausência de cerca proteção,Sanado,Segurança
CACIBINHAS,E:49070.0000003568/2023,ADS,NC 03,Ausência de controle de nível,Sanado,Medição e Aferição
CACIBINHAS,E:49070.0000003568/2023,ADS,NC 02,Não existe identificação,Sanado,Ausência de Identificação
CACIBINHAS,E:49070.0000003568/2023,ADS,NC 01,Reservatório operado por terceiro,Sanado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 19,Ausência de identificação do reservatório,Sanado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 20,Ausência de cerca ou muro de proteção no perímetro,Sanado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 09,Ausência do Extintor de incêndio,Sanado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 10,Ausência de identificação do reservatório,Sanado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 11,Ausência de identificação do reservatório,Sanado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 12,Ausência do guarda-corpo na laje de cobertura,Auto de Infração,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 13,Ausência de guarda-corpo na escada externa,Auto de Infração,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 14,Patologias estruturais do reservatório 2A,Sanado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 15,Patologias estruturais do reservatório 2B,Justificado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 16,Patologias estruturais do reservatório 3A,Justificado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 17,Ausência de dispositivo de proteção,Justificado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 18,Ausência de identificação,Justificado,Ausência de Identificação
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 07,Ausência de guarda-corpo na parte superior dos filtros flocodecantador,Auto de Infração,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 06,Ausência do Extintor de incêndio,Sanado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 05,Transformador subdimensionado,Sanado,Outros
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 04,Escada interna oxidada,Sanado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 03,Excesso de vegetação na superfície da água da barragem,Auto de Infração,Limpeza e Conservação
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 02,Conservação do sistema de segurança da Captação,Sanado,Limpeza e Conservação
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 25,Ausência do medidor de nível e boia,Justificado,Medição e Aferição
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 26,Ausência de escada interna,Justificado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 27,Ausência de identificação do reservatório,Sanado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 28,Ausência de cerca ou muro de proteção no perímetro,Sanado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 01,Ausência de identificação da Captação do Sistema de Abastecimento,Sanado,Ausência de Identificação
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 29,Patologias estruturais do reservatório 6A,Sanado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 30,Conservação do portão de acesso,Justificado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 31,Curto em painel elétrico e fiação exposta,Justificado,Elétrico
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 32,Extintor de incêndio,Justificado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 33,Ausência de identificação do Poço 01,Justificado,Ausência de Identificação
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 34,Vazamento no Barrilete do Poço 01,Justificado,Hidráulico
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 35,Patologias no Poço 01,Justificado,Outros
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 36,Ausência de identificação da (ETE),Justificado,Ausência de Identificação
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 37,Ausência de cerca ou muro de proteção no perímetro,Justificado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 24,Patologias estruturais do reservatório 5A,Justificado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 23,Ausência de identificação do reservatório,Justificado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 38,Patologias na (ETE),Justificado,Outros
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 22,Patologias estruturais do reservatório 4A,Sanado,Estrutural
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 39,Extintor de incêndio sem a etiqueta de recarga e validade,Sanado,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 21,Ausência do guarda-corpo na laje de cobertura,Auto de Infração,Segurança
BRANQUINHA,E:49070.0000000241/2024,VAA,NC 08,Extintor de incêndio sem a etiqueta de recarga e validade,Sanado,Segurança
BELO MONTE,E:49070.0000004569/2025,ADS,NC 03,Execesso de vegetação,Pendente,Limpeza e Conservação
BELO MONTE,E:49070.0000004584/2025,CASAL,NC 05,Ausência de macromedidor na saída,Pendente,Medição e Aferição
BELO MONTE,E:49070.0000001759/2024,ADS,NC 17,Ausência de guarda-corpo na laje de cobertura,Justificado,Segurança
BELO MONTE,E:49070.0000001759/2024,ADS,NC 16,Ausência de identificação do RA - 03,Sanado,Ausência de Identificação
BELO MONTE,E:49070.0000004584/2025,CASAL,NC 03,Dispositivo de cloração danificado,Pendente,Estrutural
BELO MONTE,E:49070.0000004584/2025,CASAL,NC 02,Ausência de bomba reserva,Pendente,Outros
BELO MONTE,E:49070.0000004584/2025,CASAL,NC 01,Ausência de identificação da SA-01,Pendente,Ausência de Identificação
BELO MONTE,E:49070.0000004569/2025,ADS,NC 16,Ausência de macromedidor na saída do reservatório,Pendente,Medição e Aferição
BELO MONTE,E:49070.0000001759/2024,ADS,NC 15,Ausêsncia de macromedidor,Sanado,Medição e Aferição
BELO MONTE,E:49070.0000001759/2024,ADS,NC 14,Ausência de medidor de nível e bóia,Sanado,Medição e Aferição
BELO MONTE,E:49070.0000001759/2024,ADS,NC 13,Ausência de guarda-corpo e oxidação na escada de acesso a laje de cobertura,Justificado,Segurança
BELO MONTE,E:49070.0000001759/2024,ADS,NC 12,Ausência de guarda-corpo na laje de cobertura,Justificado,Segurança
BELO MONTE,E:49070.0000004569/2025,ADS,NC 15,Ausência de guarda-corpo na escade de acesso do reservatório,Pendente,Segurança
BELO MONTE,E:49070.0000004569/2025,ADS,NC 14,Ausência de bomba reserva na captação flutuante,Pendente,Outros
BELO MONTE,E:49070.0000004569/2025,ADS,NC 13,Ausência de identificação da captação,Pendente,Ausência de Identificação
BELO MONTE,E:49070.0000004569/2025,ADS,NC 12,Execesso de vegetação,Pendente,Limpeza e Conservação
BELO MONTE,E:49070.0000004569/2025,ADS,NC 11,Ausência de guarda-corpo na laje de cobertura,Pendente,Segurança
BELO MONTE,E:49070.0000004569/2025,ADS,NC 10,Ausência de guarda-corpo e oxidação na escada de acesso a laje de cobertura,Pendente,Segurança
BELO MONTE,E:49070.0000004569/2025,ADS,NC 09,Patologias estruturais: rechaduras nas paredes do reservatório,Pendente,Estrutural
BELO MONTE,E:49070.0000004569/2025,ADS,NC 08,Ausência da cerca de proteção,Pendente,Segurança
BELO MONTE,E:49070.0000004569/2025,ADS,NC 07,Placa de identificação danificada,Pendente,Ausência de Identificação
BELO MONTE,E:49070.0000004569/2025,ADS,NC 06,Ausência de guarda-corpo e oxidação na escada de acesso a laje de cobertura,Pendente,Segurança
BELO MONTE,E:49070.0000004569/2025,ADS,NC 05,Ausência de guarda-corpo na laje de cobertura,Pendente,Segurança
BELO MONTE,E:49070.0000001759/2024,ADS,NC 11,Patologias estruturais: trincas nas paredes do reservatório,Sanado,Estrutural
BELO MONTE,E:49070.0000001759/2024,ADS,NC 10,Execesso de vegetação,Sanado,Limpeza e Conservação
BELO MONTE,E:49070.0000001759/2024,ADS,NC 09,Ausência da cerca de proteção,Sanado,Segurança
BELO MONTE,E:49070.0000001759/2024,ADS,NC 08,Ausência de identificação do RA - 02,Sanado,Ausência de Identificação
BELO MONTE,E:49070.0000001759/2024,ADS,NC 07,Ausência de medidor de nível e bóia,Sanado,Medição e Aferição
BELO MONTE,E:49070.0000001759/2024,ADS,NC 06,Ausência de guarda-corpo e oxidação na escada de acesso a laje de cobertura,Justificado,Segurança
BELO MONTE,E:49070.0000001759/2024,ADS,NC 05,Ausência de guarda-corpo na laje de cobertura,Justificado,Segurança
BELO MONTE,E:49070.0000001759/2024,ADS,NC 04,Patologias estruturais: trincas nas paredes do reservatório,Sanado,Estrutural
BELO MONTE,E:49070.0000001759/2024,ADS,NC 03,Execesso de vegetação,Sanado,Limpeza e Conservação
BELO MONTE,E:49070.0000001759/2024,ADS,NC 02,Ausência da cerca de proteção,Sanado,Segurança
BELO MONTE,E:49070.0000001759/2024,ADS,NC 01,Ausência de identificação do RA - 01,Sanado,Ausência de Identificação
BELO MONTE,E:49070.0000001759/2024,ADS,NC 19,Patologias estruturais: trincas nas paredes do reservatório,Sanado,Estrutural
BELO MONTE,E:49070.0000001775/2024,CASAL,NC 01,Ausência de identificação da SA 01,Sanado,Ausência de Identificação
BELO MONTE,E:49070.0000004569/2025,ADS,NC 04,Patologias estruturais: trincas nas paredes do reservatório,Pendente,Estrutural
BELO MONTE,E:49070.0000001759/2024,ADS,NC 18,Ausência de guarda-corpo na escada de acesso a laje de cobertura,Justificado,Segurança
BELO MONTE,E:49070.0000004569/2025,ADS,NC 02,Ausência da cerca de proteção,Pendente,Segurança
BELO MONTE,E:49070.0000004569/2025,ADS,NC 01,Placa de identificação danificada,Pendente,Ausência de Identificação
BELO MONTE,E:49070.0000004584/2025,CASAL,NC 04,Produtos químicos armazenados de maneira incorreta,Pendente,Outros
BATALHA,E:49070.0000000483/2026,ADS,NC 01,Ausência de bomba reserva,Pendente,Outros
BATALHA,E:49070.0000002505/2023,ADS,NC 01,Falta de guarda corpo na laje de proteção,Auto de Infração,Segurança
BATALHA,E:49070.0000002505/2023,ADS,NC 02,Infiltração  na lateral do reservatório,Auto de Infração,Estrutural
BATALHA,E:49070.0000002505/2023,ADS,NC 03,Falta de guarda corpo na laje de proteção e na escada de acesso,Auto de Infração,Segurança
BATALHA,E:49070.0000002505/2023,ADS,NC 04,Falta da bomba reserva,Justificado,Outros
BATALHA,E:49070.0000000483/2026,ADS,NC 11,Portão de acesso danificado,Pendente,Segurança
BATALHA,E:49070.0000000483/2026,ADS,NC 10,Armação exposta na parede interna da lagoa de estabilização,Pendente,Estrutural
BATALHA,E:49070.0000000483/2026,ADS,NC 09,Presença de vazamento(s) aparente(s),Pendente,Hidráulico
BATALHA,E:49070.0000000483/2026,ADS,NC 08,"Ausência ou comprometimento da integridade do guarda-corpo em locais de circulação com altura superior a 2,0 m ou potencialmente perigosos",Pendente,Segurança
BATALHA,E:49070.0000000483/2026,ADS,NC 07,Ausência ou comprometimento da integridade da escada de acesso protegida por guarda-corpo,Pendente,Segurança
BATALHA,E:49070.0000000483/2026,ADS,NC 06,Excesso de vegetação na área da instalação,Pendente,Limpeza e Conservação
BATALHA,E:49070.0000000483/2026,ADS,NC 05,Ausência de placa de identificação da área da Estação de Tratamento de Esgoto,Pendente,Ausência de Identificação
BATALHA,E:49070.0000000483/2026,ADS,NC 04,Acúmulo de materiais inservíveis,Pendente,Outros
BATALHA,E:49070.0000000483/2026,ADS,NC 03,Ausência ou comprometimento da integridade do bloco de ancoragem,Pendente,Outros
BATALHA,E:49070.0000000483/2026,ADS,NC 02,Ausência de dispositivo de iluminação para operação noturna,Pendente,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 06,Excesso de vegetação em todo perímetro da ETA,Pendente,Limpeza e Conservação
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 14,"Reservatório de lavagem com vazamentos, início de eflorescência",Pendente,Estrutural
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 03,Tampa de coberta,Repasse,Outros
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 04,Conservação do extravasor,Repasse,Limpeza e Conservação
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 05,Desplacamento da estrutura,Repasse,Ausência de Identificação
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 06,Sem identificação do reservatório,Repasse,Estrutural
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 07,Sem guarda-corpo na laje de coberta,Repasse,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 08,Excesso de vegetação,Repasse,Limpeza e Conservação
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 09,Estrutura da escadaria degradada,Repasse,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 10,Tampa da caixa de passagem,Repasse,Outros
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 11,Sem identificação do reservatório,Repasse,Estrutural
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 12,Sem guarda-corpo na laje de coberta,Repasse,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 13,Excesso de vegetação,Repasse,Limpeza e Conservação
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 14,Materiais armazenados em local indevido,Repasse,Outros
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 15,Estrutura da escadaria degradada,Repasse,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 16,Sem identificação do poço,Repasse,Ausência de Identificação
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 17,Acesso ao poço com avarias,Pendente,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 18,Não possui clorador,Repasse,Outros
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 19,Sem identificação do poço,Repasse,Ausência de Identificação
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 20,Excesso de vegetação,Repasse,Limpeza e Conservação
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 21,Sem identificação da ETE,Repasse,Ausência de Identificação
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 04,Extintor fora do prazo de validade,Pendente,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 03,Vazamento da bomba,Pendente,Hidráulico
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 02,Presença de eutrofização na captação,Pendente,Outros
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 01,Local sem identificação,Pendente,Ausência de Identificação
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 01,Excesso de vegetação,Repasse,Limpeza e Conservação
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 20,Grande acúmulo de chorume no perímetro da ETA,Pendente,Limpeza e Conservação
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 19,Solicitar outorga para lançamento de efluentes no Rio Niquim,Pendente,Ausência de Licenciamento
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 18,Acesso à casa de química com o acesso danificado,Pendente,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 17,Conservação de equipamentos da casa de química,Pendente,Limpeza e Conservação
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 16,Fiação exposta na casa de bombas,Pendente,Elétrico
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 15,Vazamento na gaxeta,Pendente,Hidráulico
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 05,Local não possui identificação,Pendente,Ausência de Identificação
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 13,Material armazenado em local indevido,Pendente,Outros
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 12,Escada do reservatório de lavagem não possui guarda-corpo,Pendente,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 11,Sem guarda-corpo no reservatório de lavagem,Pendente,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 10,Vazamento no anel de vedação do filtro,Pendente,Hidráulico
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 09,Estruturas metálicas do guarda-corpo nos filtros deterioradas,Pendente,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 08,Estruturas metálicas das escadarias de acesso aos filtros deterioradas,Pendente,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001806/2024,CASAL,NC 07,Sem tampa de proteção na chegada da água bruta,Pendente,Segurança
BARRA DE SÃO MIGUEL,E:49070.0000001815/2024,BRK,NC 02,Sem guarda-corpo na laje de coberta,Repasse,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 54,Ausência da tampa do quadro elétrico de medição,Expirado,Elétrico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 84,Ausência do medidor de nível e boia,Expirado,Medição e Aferição
